,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SLC5A4,3.130531047,-0.267874196,0.099454656,-2.693430432,0.00707209,0.015960904
C4orf44,3.598257288,-0.268124099,0.088914666,-3.01552162,0.002565376,0.006531614
GBP1,1776.425568,-0.268186929,0.091332338,-2.936385227,0.003320617,0.008194262
CXCR3,99.06174556,-0.268218123,0.104840766,-2.558338084,0.010517379,0.022577646
SELE,203.6663607,-0.268356769,0.112731363,-2.380497864,0.017289261,0.034774843
PLCB2,286.1189397,-0.268388451,0.064592668,-4.155091558,3.25E-05,0.000135202
C14orf181,39.3835025,-0.26847465,0.073860411,-3.634892474,0.000278097,0.00091416
STON2,293.9704909,-0.268506327,0.08442082,-3.180569999,0.001469856,0.003988599
INSC,1.761296896,-0.268578654,0.171785001,-1.563458118,0.117944879,0.180860484
SEMA3A,49.8120096,-0.268687862,0.09017081,-2.979765446,0.002884692,0.007237607
HMHA1,723.5100181,-0.268887593,0.063701648,-4.22104609,2.43E-05,0.000104264
PDCD4-AS1,63.66071335,-0.268975111,0.06320085,-4.255878064,2.08E-05,9.08E-05
LOC26102,0.97184248,-0.269035566,0.145335594,-1.851133348,0.064150372,0.107673744
JPH2,112.0143722,-0.269069785,0.107424345,-2.50473749,0.012254231,0.025762002
HOXD9,101.464322,-0.269127108,0.069779519,-3.856820931,0.000114871,0.000416632
NFKB2,1092.437343,-0.269142667,0.047860943,-5.623430149,1.87E-08,1.65E-07
CD8A,281.3730712,-0.269173629,0.097846002,-2.750992618,0.005941498,0.013688335
C1orf63,441.2632179,-0.269320762,0.053537169,-5.030537944,4.89E-07,3.17E-06
C6orf59,3.870396467,-0.269684348,0.08763109,-3.077496222,0.002087475,0.005438429
WFDC12,0.979857535,-0.269697436,0.366312128,-0.736250358,0.461578351,0.558367203
FLG,14.90112023,-0.269792359,0.111974753,-2.409403488,0.015978622,0.032518479
MAMLD1,144.4808702,-0.269842935,0.085239173,-3.165715067,0.001547023,0.004176669
KIR2DL3,1.477236851,-0.270091569,0.171789252,-1.572226233,0.115898094,0.178206733
RASSF1,628.656263,-0.270118181,0.038571544,-7.00304302,2.50E-12,4.74E-11
HBA2,173.8577793,-0.270575914,0.116769629,-2.317177133,0.020494085,0.040314065
PCDH18,489.942141,-0.270698678,0.072510959,-3.733210582,0.000189054,0.000650189
SP140,102.7780034,-0.270765735,0.092543147,-2.925832374,0.00343536,0.008441572
VSIG4,340.8067115,-0.270817623,0.078619884,-3.444645425,0.000571809,0.001730244
RUNDC2C,30.81437082,-0.271057011,0.067691782,-4.004282414,6.22E-05,0.000240534
SGSM2,1294.21891,-0.271059746,0.0511793,-5.296276942,1.18E-07,8.80E-07
ACY3,19.1627041,-0.271161963,0.14321146,-1.893437597,0.0582997,0.099332733
FHL2,1615.861445,-0.271166605,0.082390605,-3.291232125,0.000997496,0.002833296
EFCAB10,6.07985632,-0.271207667,0.096207558,-2.818985045,0.004817576,0.011366498
ZNF37B,353.7774693,-0.271218614,0.055992759,-4.843815817,1.27E-06,7.45E-06
JAK2,460.5001766,-0.27121972,0.051103643,-5.307248294,1.11E-07,8.35E-07
EGFL7,578.0531975,-0.271227057,0.082115805,-3.302982358,0.000956624,0.002734325
AGTR1,658.7923432,-0.271382627,0.169084949,-1.605007589,0.108492135,0.168561124
FAM78B,29.81417562,-0.271448456,0.088689661,-3.060655006,0.002208534,0.005723356
ZNF683,52.85811133,-0.271474154,0.109337815,-2.482893538,0.013032003,0.027233958
CCL28,217.4864273,-0.271482895,0.125148464,-2.169286681,0.030060926,0.05616305
C1orf114,8.192724807,-0.271599075,0.116212419,-2.33709165,0.019434419,0.038449182
FAM70B,47.21363827,-0.271607987,0.06164079,-4.406302794,1.05E-05,4.94E-05
ARHGAP15,94.74374017,-0.271635475,0.074677841,-3.637430763,0.000275371,0.000906483
KCNB1,16.02548903,-0.27164435,0.134389836,-2.021316177,0.043247046,0.076934653
TNF,53.78589133,-0.271677879,0.101052307,-2.688487647,0.007177649,0.01616579
NMUR2,1.119116097,-0.271707305,0.17588475,-1.544803092,0.122393899,0.186575209
CYP27A1,1172.932645,-0.271790392,0.071110422,-3.82208942,0.000132326,0.00047302
EFHD2,1227.840804,-0.271800322,0.052448147,-5.182267383,2.19E-07,1.54E-06
JDP2,471.1668889,-0.272090787,0.051170197,-5.317368366,1.05E-07,7.95E-07
C1orf126,48.63237866,-0.272101316,0.073405603,-3.706819449,0.000209878,0.000712323
POLR1E,513.1768363,-0.272221908,0.047239805,-5.762553587,8.29E-09,7.86E-08
CA13,103.4887849,-0.272317848,0.091620853,-2.972225636,0.002956493,0.007387857
ITGB4,3037.657072,-0.272339903,0.082115391,-3.316551236,0.000911359,0.002622493
FCGR2C,90.36900767,-0.27244589,0.073674174,-3.697983637,0.000217319,0.000734893
GLIPR1,610.4152608,-0.272511753,0.058401316,-4.666191955,3.07E-06,1.64E-05
MSH4,1.990672019,-0.272657772,0.134882731,-2.021443144,0.043233912,0.076918647
GRID1,48.34544894,-0.272749429,0.073150151,-3.728624286,0.000192528,0.000661157
C1orf21,2525.129546,-0.2729012,0.073562734,-3.709775111,0.000207443,0.000705991
NEDD9,1246.436385,-0.273033674,0.068557521,-3.982548827,6.82E-05,0.000261191
C17orf66,0.529793275,-0.27339309,0.189318498,-1.444090741,0.148713452,0.220006482
RPL13AP20,35.84489286,-0.273500532,0.060081968,-4.55212336,5.31E-06,2.69E-05
C1orf204,45.40017205,-0.273519791,0.069396171,-3.941424831,8.10E-05,0.00030512
ZGLP1,27.41326591,-0.273536641,0.079312714,-3.448837245,0.000563006,0.001706821
CBLC,371.505505,-0.273794419,0.079628503,-3.438397151,0.000585169,0.001763947
MMRN2,727.483113,-0.273834044,0.059152357,-4.629300669,3.67E-06,1.93E-05
EID3,30.0718875,-0.27418859,0.063492552,-4.318437073,1.57E-05,7.06E-05
ABI3,211.8304604,-0.274228254,0.05548943,-4.941990861,7.73E-07,4.77E-06
C6orf138,15.02315939,-0.274294607,0.094027733,-2.91716708,0.003532265,0.008646565
IFFO1,179.8325404,-0.274298543,0.059371359,-4.620048216,3.84E-06,2.00E-05
CYTH4,345.0554074,-0.274315065,0.065904372,-4.162319675,3.15E-05,0.000131432
STEAP3,1264.355998,-0.274378345,0.06750426,-4.064607876,4.81E-05,0.000191961
EEPD1,213.1660925,-0.274616652,0.051826539,-5.298764993,1.17E-07,8.69E-07
RPL13,15790.20793,-0.274653884,0.059773613,-4.594901806,4.33E-06,2.23E-05
LPIN1,767.7749349,-0.2746848,0.070635042,-3.888789351,0.000100746,0.000371043
C17orf68,706.5179963,-0.274714989,0.045740492,-6.005947437,1.90E-09,2.07E-08
RPS27A,8900.951265,-0.274739849,0.042853215,-6.411184083,1.44E-10,1.96E-09
GNG13,19.2559973,-0.274753383,0.178231559,-1.541552935,0.12318227,0.187592487
MSC,186.2260807,-0.274857128,0.077418357,-3.550283686,0.000384816,0.001216176
AIF1,434.7241879,-0.275099244,0.061459315,-4.476119585,7.60E-06,3.72E-05
C21orf2,393.889947,-0.275102604,0.055120259,-4.990952647,6.01E-07,3.80E-06
NFAM1,248.1537277,-0.275248288,0.06855061,-4.015256575,5.94E-05,0.000231246
ECHDC1,758.5459661,-0.275249208,0.057427253,-4.793006707,1.64E-06,9.40E-06
ST6GALNAC3,43.34574105,-0.275462257,0.06608273,-4.168445455,3.07E-05,0.000128383
CELF6,43.71429254,-0.275462907,0.0801597,-3.436426376,0.000589443,0.001775104
KRT3,0.898136981,-0.275554691,0.282334052,-0.975988159,0.329070332,0.425262584
SLC22A18AS,22.48832709,-0.275613509,0.10072436,-2.736314316,0.006213165,0.014254182
FLJ37307,6.018452056,-0.275682648,0.083833556,-3.288452289,0.001007399,0.002857061
SOX9,2189.031025,-0.275783037,0.078660717,-3.505981732,0.000454926,0.001409726
FAM55B,0.651814566,-0.275916553,0.16048988,-1.719214648,0.085575295,0.137957433
PCDHB7,68.80530144,-0.275940856,0.088083091,-3.132733587,0.001731866,0.00461343
ROR2,475.8782512,-0.276055658,0.068189668,-4.048350228,5.16E-05,0.000204129
NISCH,1808.877793,-0.276100802,0.037220788,-7.417919313,1.19E-13,2.87E-12
C16orf96,1.984330753,-0.276100809,0.070734343,-3.90334872,9.49E-05,0.000352066
CCR3,3.631853105,-0.276149036,0.11375535,-2.427569651,0.015200368,0.031128787
GPR124,991.0018745,-0.27616126,0.057006566,-4.844376385,1.27E-06,7.43E-06
KANK4,348.8935698,-0.276285606,0.11247936,-2.456322698,0.014036705,0.029078712
DGKA,474.3705578,-0.276339488,0.05378714,-5.137649754,2.78E-07,1.91E-06
TRHDE,6.03168471,-0.276342292,0.153482003,-1.800486617,0.071783835,0.118465621
MYL6B,571.7953074,-0.276444812,0.051622055,-5.355168635,8.55E-08,6.58E-07
RPS19,14480.66827,-0.276499778,0.060144905,-4.597226922,4.28E-06,2.21E-05
TMEM107,213.498658,-0.276521602,0.046075689,-6.001464304,1.96E-09,2.12E-08
SMARCD3,468.954208,-0.276563844,0.069546178,-3.976693629,6.99E-05,0.000267098
SYTL1,582.837115,-0.276587538,0.068559393,-4.034276354,5.48E-05,0.000215275
STK40,1241.642836,-0.276836452,0.037506629,-7.38100056,1.57E-13,3.71E-12
MPL,13.52803053,-0.276960226,0.056298801,-4.91946935,8.68E-07,5.30E-06
DTX1,100.0405177,-0.276992653,0.075976961,-3.645745349,0.000266618,0.000880161
RCBTB2,261.3897871,-0.27702233,0.042865238,-6.462633668,1.03E-10,1.44E-09
MEGF6,661.1661198,-0.277299523,0.072615967,-3.818712791,0.00013415,0.000478621
HCG2P7,4.292682158,-0.277359583,0.088227043,-3.1437026,0.001668249,0.0044625
HNRNPA1P33,65.70402369,-0.277374001,0.047570418,-5.830808567,5.52E-09,5.44E-08
RAET1G,10.14155106,-0.277430948,0.112307715,-2.47027508,0.013500919,0.028090792
C14orf73,13.73897876,-0.277452216,0.132795347,-2.089321826,0.036678763,0.066756856
FAM124B,38.88283419,-0.277615653,0.067509975,-4.112216785,3.92E-05,0.000159977
EHF,2129.506129,-0.277639285,0.107010042,-2.594516174,0.009472416,0.020612783
ETV7,134.5057657,-0.277672809,0.09288053,-2.989569615,0.002793708,0.00703305
PDE11A,37.77919197,-0.278031085,0.098251651,-2.829785369,0.004657924,0.011034611
CRYBB3,1.293558816,-0.278189958,0.139825062,-1.98955719,0.046639736,0.082079692
FAM167B,77.9480919,-0.278269718,0.060949888,-4.565549285,4.98E-06,2.54E-05
DUSP1,3215.315468,-0.278272697,0.084351882,-3.298950658,0.00097047,0.002770068
DOK2,143.3529699,-0.278318359,0.084499352,-3.293733658,0.000988661,0.002814586
SMPX,1.616034991,-0.278375819,0.344364945,-0.80837444,0.418875062,0.51754848
MAP2,329.2317206,-0.278637186,0.104374148,-2.669599616,0.007594174,0.016992787
PTPRC,1137.509641,-0.278666481,0.08988265,-3.100336711,0.001933008,0.005088028
GALNTL2,214.7226505,-0.278845361,0.09459144,-2.947892136,0.003199487,0.007924791
EOMES,41.11409616,-0.278881865,0.116494084,-2.393957309,0.016667689,0.033721564
TNFRSF11A,87.7707694,-0.278949152,0.085305523,-3.270001081,0.001075471,0.003026582
C1orf228,17.08872245,-0.279001742,0.08866335,-3.146753915,0.001650938,0.004420646
LOC283731,5.210796263,-0.279055881,0.087952402,-3.172805671,0.001509735,0.004086084
FAM46A,783.3251442,-0.27917145,0.075138869,-3.71540658,0.000202877,0.000692732
NCF1C,44.08725676,-0.279339742,0.099495646,-2.807557447,0.004991878,0.011739023
MEF2B,38.20154429,-0.279394408,0.095063516,-2.939028758,0.003292425,0.008134407
EFNB3,132.8937464,-0.279459947,0.093170143,-2.999458173,0.002704603,0.006831849
PALM2-AKAP2,926.2956376,-0.279550891,0.05386012,-5.190313202,2.10E-07,1.48E-06
WDR78,145.2426505,-0.279627596,0.069072187,-4.048338518,5.16E-05,0.000204129
XAGE2,4.05082585,-0.279685641,0.798645122,-0.350200149,0.726188495,0.791791524
ZBP1,77.48232519,-0.27971533,0.117051952,-2.389668222,0.016863599,0.034032778
SLC44A5,132.785221,-0.279792763,0.136492089,-2.049882629,0.040375886,0.072534637
C17orf87,25.45172869,-0.2798197,0.080279779,-3.48555642,0.000491115,0.001508047
ACPT,0.33525475,-0.279971535,0.326983033,-0.856226491,0.391872512,0.490704696
GIMAP2,214.6594129,-0.27997217,0.062570059,-4.474539015,7.66E-06,3.74E-05
GNG2,378.598143,-0.279995283,0.059462656,-4.708758422,2.49E-06,1.36E-05
AKAP12,716.5184785,-0.280066398,0.077993888,-3.590876216,0.000329568,0.001059574
TMEFF2,0.294687156,-0.280256848,0.361604435,-0.775037089,0.438317744,0.536227831
MYO1F,406.6109725,-0.280257938,0.065169386,-4.300453839,1.70E-05,7.59E-05
C9orf116,195.8416682,-0.280272958,0.077961525,-3.595016355,0.000324371,0.001045034
FAM116B,230.2184187,-0.28040741,0.052971432,-5.293559146,1.20E-07,8.92E-07
NR1H3,493.1950447,-0.280677456,0.049583837,-5.660664268,1.51E-08,1.36E-07
ZNF462,297.3317963,-0.280777897,0.090361287,-3.107280854,0.001888169,0.004986236
ITPKB,1246.129776,-0.280798391,0.04872599,-5.762805234,8.27E-09,7.85E-08
SLC39A5,1.011898749,-0.280826615,0.099205648,-2.830752276,0.004643867,0.011008321
PLEKHB1,630.3098365,-0.280843432,0.107705801,-2.607505172,0.009120469,0.019942583
RAD51AP2,2.347906685,-0.280957029,0.13272799,-2.116788093,0.034277836,0.062928978
MEGF8,1097.114858,-0.281120236,0.04576415,-6.14280476,8.11E-10,9.45E-09
EFNB1,555.6555899,-0.281171952,0.05512186,-5.100915581,3.38E-07,2.28E-06
C6orf208,3.015057541,-0.281205305,0.103793525,-2.709276,0.006743022,0.015318611
GPSM3,485.0590901,-0.281226834,0.062592575,-4.492974333,7.02E-06,3.46E-05
NPR2,176.787464,-0.281342174,0.064823437,-4.340130478,1.42E-05,6.46E-05
EIF4E1B,5.134502223,-0.281496374,0.305225837,-0.922256048,0.356395034,0.4537334
KCTD12,1960.684238,-0.281650328,0.056203028,-5.011301689,5.41E-07,3.47E-06
RCAN1,1346.86004,-0.281660883,0.083466081,-3.374555043,0.000739351,0.002177545
P2RX1,26.8722563,-0.281699442,0.110607044,-2.546849024,0.010870045,0.023227478
TLR3,169.823444,-0.281780242,0.073623816,-3.827297444,0.000129558,0.000464287
IL17RC,983.9844752,-0.28192157,0.048397187,-5.825164418,5.71E-09,5.61E-08
PIK3R1,2916.73532,-0.281976813,0.063995092,-4.406225603,1.05E-05,4.94E-05
DNAJC4,667.734969,-0.281993814,0.047046736,-5.993908156,2.05E-09,2.22E-08
TCTEX1D4,4.752029692,-0.282019981,0.089500653,-3.151038233,0.001626912,0.004367581
CCDC28B,126.3030721,-0.282103934,0.072401396,-3.896388034,9.76E-05,0.000360812
CLEC5A,145.7848383,-0.282124797,0.092446899,-3.051749715,0.002275117,0.005872992
MAK,31.12276857,-0.282181066,0.105814298,-2.666757433,0.007658693,0.017112449
MYL9,4950.284212,-0.282265048,0.066494502,-4.244938135,2.19E-05,9.48E-05
PTPLA,50.84345205,-0.282265605,0.108144485,-2.610078595,0.009052142,0.019811814
CITED2,1858.490623,-0.282485471,0.059899679,-4.715976381,2.41E-06,1.32E-05
C9orf4,0.706343072,-0.282591413,0.23585782,-1.198143076,0.230861322,0.318483142
TNFSF12-TNFSF13,146.7792295,-0.282616107,0.123082022,-2.296160742,0.021666692,0.042316372
ZNF454,17.94830221,-0.282722676,0.0840197,-3.364956989,0.000765556,0.002245647
SSC5D,590.0571023,-0.282778694,0.083031495,-3.405679917,0.000659995,0.00196404
PRSS54,0.214498559,-0.282919754,0.548425471,-0.515876394,0.605940742,0.690430182
ACTA2,7775.373708,-0.283128981,0.069769231,-4.058077994,4.95E-05,0.000197013
GAB3,89.34228674,-0.283131363,0.06176755,-4.583820494,4.57E-06,2.35E-05
DGAT2,784.3168724,-0.283168917,0.095151648,-2.975974915,0.002920588,0.007313655
PRKX,714.020063,-0.283186134,0.078675006,-3.599442151,0.000318901,0.00102937
RPL13AP6,9.680845196,-0.283276675,0.080746512,-3.508221798,0.000451113,0.001399541
PROM1,1520.574018,-0.283369788,0.1634875,-1.733281063,0.083045725,0.13440371
ST7OT1,33.98205018,-0.28345109,0.064701315,-4.380916988,1.18E-05,5.48E-05
CACNA2D1,69.89949666,-0.283478111,0.115517771,-2.453978366,0.014128548,0.029239665
EEF1A1,83014.60412,-0.283515562,0.036274158,-7.815910251,5.46E-15,1.65E-13
NFATC2,79.84962675,-0.283566167,0.091091503,-3.112981541,0.001852076,0.004899966
C11orf41,333.4030595,-0.283761922,0.091634774,-3.096662003,0.001957129,0.005144606
ANKRD34C,1.538350417,-0.283767815,0.22171992,-1.279848083,0.20059857,0.283118288
CCDC85B,320.9105541,-0.283795414,0.085979882,-3.300718824,0.000964375,0.002753516
CCBE1,15.19841276,-0.283997117,0.108464592,-2.618339419,0.008835887,0.019388704
IL6R,182.6474263,-0.284112866,0.078295514,-3.62872471,0.000284825,0.000933358
C5orf56,73.89960565,-0.284129037,0.05564185,-5.106390889,3.28E-07,2.22E-06
SSPO,58.89874377,-0.284222724,0.110365065,-2.575296124,0.01001543,0.021655078
AGT,461.9478837,-0.284273971,0.134057181,-2.120542658,0.033960308,0.062426148
FAM198A,310.1081683,-0.284407308,0.09167079,-3.102485638,0.001919029,0.005057675
CLIC2,258.64862,-0.284679155,0.060353042,-4.716898168,2.39E-06,1.31E-05
C1orf220,18.51403283,-0.285058318,0.072997507,-3.905041809,9.42E-05,0.000350299
FAM86B2,13.21548315,-0.285072161,0.098952108,-2.880910442,0.003965283,0.009570503
ASPRV1,47.56641037,-0.285097314,0.058303248,-4.8899045,1.01E-06,6.04E-06
CA14,24.7953666,-0.28512768,0.11387767,-2.503806766,0.012286512,0.025826947
IL10RA,550.8999103,-0.285213698,0.073661985,-3.871925225,0.000107979,0.000394249
CADM4,853.1018244,-0.28536526,0.05743604,-4.968400702,6.75E-07,4.22E-06
IL22RA1,21.06617962,-0.28556745,0.107499176,-2.656461754,0.007896541,0.017561612
GUSBL2,109.3620788,-0.285710431,0.048482387,-5.893076786,3.79E-09,3.88E-08
OR1E1,0.208314797,-0.28582033,0.434046016,-0.65850237,0.510215374,0.605004511
TRPM3,0.921284408,-0.285822558,0.177014651,-1.614683062,0.106379347,0.165777083
APOB48R,395.9275079,-0.285911102,0.082373397,-3.470915509,0.000518687,0.001584603
FHL5,31.14060731,-0.286004407,0.093753302,-3.050606235,0.002283799,0.005891314
MMP28,96.87964982,-0.286576645,0.083779238,-3.420616524,0.000624794,0.001868254
CHSY1,1756.055752,-0.286696456,0.044523449,-6.439223924,1.20E-10,1.66E-09
SLC25A12,558.8668057,-0.286704092,0.037330423,-7.680172623,1.59E-14,4.42E-13
CCDC82,232.6961666,-0.286710813,0.062362823,-4.597463698,4.28E-06,2.21E-05
IL11RA,169.9377945,-0.28692757,0.058805431,-4.879269888,1.06E-06,6.34E-06
C21orf62,1.08998746,-0.286947992,0.095260079,-3.012258581,0.002593116,0.006587811
CDK3,109.2147347,-0.286994735,0.066915262,-4.288927904,1.80E-05,7.95E-05
PGPEP1,690.2951315,-0.287027524,0.050651866,-5.666672218,1.46E-08,1.32E-07
EMR2,151.9354309,-0.28705303,0.06952833,-4.128576487,3.65E-05,0.000149701
PRKCQ,48.01247332,-0.287125376,0.109706452,-2.617215033,0.008865048,0.019445809
EXD3,209.7443191,-0.287144949,0.05806323,-4.945383632,7.60E-07,4.70E-06
STAT4,69.06024538,-0.287291481,0.092630108,-3.101491369,0.001925485,0.005071098
GNG11,506.2325212,-0.287337048,0.059014169,-4.868950187,1.12E-06,6.65E-06
SAMD3,36.25230353,-0.287383385,0.101746113,-2.824514636,0.004735229,0.011196353
FCN2,9.125343534,-0.287456681,0.180452997,-1.592972609,0.111166336,0.171954648
SASH3,402.0885776,-0.28746341,0.074775538,-3.844350948,0.000120872,0.000435678
FAM182B,19.64672095,-0.28751293,0.078684379,-3.654002667,0.000258184,0.000855202
DSEL,324.0441036,-0.28758172,0.086614301,-3.320256794,0.000899347,0.002591719
CDRT4,233.0928418,-0.287703804,0.049269042,-5.839443823,5.24E-09,5.20E-08
AS3MT,293.9133074,-0.287830134,0.084226577,-3.417331479,0.000632382,0.001889123
CECR7,56.05898071,-0.287848364,0.107523366,-2.677077315,0.00742675,0.016662257
LRP5L,86.72600478,-0.287899793,0.061860396,-4.654024416,3.26E-06,1.73E-05
CD59,12359.62421,-0.287900982,0.054762904,-5.2572264,1.46E-07,1.07E-06
FAM36A,1207.81213,-0.28794886,0.043969226,-6.54887262,5.80E-11,8.47E-10
PAM,2970.204578,-0.287990101,0.064033143,-4.497516245,6.88E-06,3.39E-05
GARNL3,163.0267561,-0.288002152,0.06385803,-4.510038131,6.48E-06,3.22E-05
GNG12,2456.08231,-0.288088275,0.055554733,-5.185665768,2.15E-07,1.52E-06
C7orf51,10.5784218,-0.288114434,0.107902484,-2.67013718,0.007582026,0.01697173
MAPK8IP1P2,18.25682771,-0.288132824,0.101410633,-2.841248635,0.004493726,0.01069193
GRAPL,3.108442748,-0.28842761,0.096919767,-2.975942046,0.002920901,0.007313655
MMP12,127.9346119,-0.288486606,0.167350606,-1.723845602,0.08473572,0.13682928
SLC10A4,4.185856478,-0.288529576,0.121343676,-2.377788332,0.01741682,0.035004911
NKX2-3,1.777979325,-0.288580926,0.330913561,-0.872073437,0.383168316,0.482012007
CLK1,1491.743325,-0.288706465,0.042265723,-6.830747192,8.45E-12,1.42E-10
AHDC1,799.3726758,-0.288738503,0.042679515,-6.765271439,1.33E-11,2.17E-10
NCF4,165.3741118,-0.288817824,0.067180541,-4.29912916,1.71E-05,7.63E-05
SSPN,661.9053007,-0.288820525,0.063242656,-4.56686268,4.95E-06,2.52E-05
FAM90A1,26.37812449,-0.288863794,0.112905422,-2.558458134,0.010513748,0.022572457
ST5,1198.472526,-0.288922582,0.047174875,-6.124501238,9.10E-10,1.05E-08
MBP,653.7577195,-0.288980978,0.063784163,-4.530607031,5.88E-06,2.95E-05
NCALD,643.5466989,-0.289004612,0.089939787,-3.213312163,0.001312136,0.003605733
AMT,87.81886927,-0.289089617,0.082827146,-3.490276218,0.000482522,0.001483865
TCF21,1.023385803,-0.289223396,0.143887876,-2.010060914,0.044424742,0.078721016
SLITRK5,45.1179691,-0.289228255,0.154434441,-1.872822232,0.061092937,0.103278271
PCDHGB8P,2.065002051,-0.289283204,0.107720612,-2.685495363,0.007242238,0.016291532
PTPRM,838.2597484,-0.289286204,0.056478299,-5.12207714,3.02E-07,2.06E-06
NR2F2,1911.761532,-0.289310696,0.065255012,-4.433539868,9.27E-06,4.42E-05
ST6GALNAC6,1020.800089,-0.289432227,0.038059296,-7.604770956,2.85E-14,7.58E-13
PPARG,191.2717151,-0.2897284,0.081572986,-3.551768954,0.000382651,0.001210207
RNF125,239.7797316,-0.289846391,0.05669073,-5.112765179,3.17E-07,2.16E-06
